"Assembly"	"Accesion"	"Region"	"NRPS"	"NRP.metallophore"	"NIS"	"Metallophore"	"Span"	"ContigEdge"	"Taxonomy"	"Species"	"Orn_monoox"	"IBH_Asp"	"EntC"	"EntA"	"Lys_monoox"	"SalSyn"	"IPL"	"Cy_tandem"	"VibH_like"	"TBH_Asp"	"PvdO"	"PvdP"	"IBH_His"	"KtzT"	"MetRS.like"	"VbsL"	"FbnL"	"FbnM"	"SBH_Asp"	"GrbD"	"GrbE"	"CyanoBH_Asp1"	"CyanoBH_Asp2"	"X"	"TonB_dep_Rec"	"Peripla_BP_2"	"FecCD"	"TRANSPORT"	"CATECHOL"	"GRAMININE"	"DMAQ"	"HYDROXAMATE"	"SALICYLATE"	"OHASP"	"OHHIS"	"PYOVERDINE"
"GCF_019903445.1_NZ_JACIVL010000001.1.region001"	"GCF_019903445.1"	"NZ_JACIVL010000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"327881..400347"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas neptunia"	586.5	NA	NA	NA	NA	NA	NA	NA	NA	461.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	179	61.1	245.3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_000621205.1_NZ_KK211230.1.region001"	"GCF_000621205.1"	"NZ_KK211230.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"133987..187624"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halotalea"	"Halotalea alkalilenta DSM 17697"	NA	NA	437.4	358.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.4	122.7	278.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014652715.1_NZ_BMZI01000006.1.region001"	"GCF_014652715.1"	"NZ_BMZI01000006.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"349048..397629"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Salinicola"	"Salinicola rhizosphaerae"	NA	NA	424.6	349.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158.7	67.1	NA	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003610015.1_NZ_AP018933.1.region002"	"GCF_003610015.1"	"NZ_AP018933.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"827829..889747"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Zymobacter group_Zymobacter"	"Zymobacter palmae"	NA	NA	NA	NA	NA	NA	158.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173.1	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000620085.1_NZ_JHVJ01000004.1.region002"	"GCF_000620085.1"	"NZ_JHVJ01000004.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"146237..216904"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinobacterium"	"Marinobacterium jannaschii DSM 6295"	NA	501.8	NA	NA	NA	NA	NA	NA	NA	483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	188	69.3	312.8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000192865.1_NC_015276.1.region003"	"GCF_000192865.1"	"NC_015276.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"1028328..1099808"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas mediterranea MMB-1"	NA	494.3	NA	NA	NA	NA	NA	NA	NA	476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.1	78.4	289.8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000192865.1_NC_015276.1.region009"	"GCF_000192865.1"	"NC_015276.1"	"region009"	FALSE	TRUE	FALSE	TRUE	"2994543..3037441"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas mediterranea MMB-1"	NA	NA	NA	NA	NA	NA	NA	470.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.4	102.6	206.6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000214215.1_NC_015559.1.region003"	"GCF_000214215.1"	"NC_015559.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2338409..2395185"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas posidonica IVIA-Po-181"	NA	NA	466.8	366.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	78.7	283.4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000214215.1_NC_015559.1.region005"	"GCF_000214215.1"	"NC_015559.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2773565..2821773"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas posidonica IVIA-Po-181"	550.9	NA	NA	NA	NA	589.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.5	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"GCF_000508165.1_NZ_AYOZ01000045.1.region001"	"GCF_000508165.1"	"NZ_AYOZ01000045.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"3470..61189"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas profundimaris"	NA	NA	452.7	356.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.8	64.4	290.6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003208215.1_NZ_QKLW01000001.1.region001"	"GCF_003208215.1"	"NZ_QKLW01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"562978..633634"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas alcarazii"	NA	489.3	NA	NA	NA	NA	NA	NA	NA	486.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	168.9	70.4	308.1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_003314975.1_NZ_QNRF01000003.1.region001"	"GCF_003314975.1"	"NZ_QNRF01000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"128350..196165"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas aquiplantarum"	NA	NA	467.7	365.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	199.3	69.7	286.8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003721275.1_NZ_RIZH01000002.1.region001"	"GCF_003721275.1"	"NZ_RIZH01000002.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"26674..97299"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas rhizomae"	NA	NA	450.9	354.6	NA	NA	NA	502.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	195.8	111.9	284.8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_013372285.1_NZ_CP054301.1.region003"	"GCF_013372285.1"	"NZ_CP054301.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2560684..2618500"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas primoryensis"	NA	NA	459.2	358.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.7	56.9	290.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014623465.1_NZ_CP061081.1.region001"	"GCF_014623465.1"	"NZ_CP061081.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"82494..143297"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas arctica"	555.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175.8	69.4	249.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_016906065.1_NZ_CP070273.1.region001"	"GCF_016906065.1"	"NZ_CP070273.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"616603..681966"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas foliarum"	NA	NA	455	354.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.4	57.1	281.4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_019426345.1_NZ_JAHLLW010000009.1.region001"	"GCF_019426345.1"	"NZ_JAHLLW010000009.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"85004..154976"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas lutimaris"	NA	NA	462.3	350.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200.5	69	285.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900089775.1_NZ_FLOB01000001.1.region004"	"GCF_900089775.1"	"NZ_FLOB01000001.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"592543..653425"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas spartinae"	563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	174.3	72.9	246.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_900129155.1_NZ_FQVF01000002.1.region001"	"GCF_900129155.1"	"NZ_FQVF01000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"288060..355622"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas"	"Marinomonas polaris DSM 16579"	NA	NA	460	355.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	207.3	75.1	282.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001709345.1_NZ_MDTQ01000001.1.region004"	"GCF_001709345.1"	"NZ_MDTQ01000001.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2262958..2333409"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillales incertae sedis_Terasakiispira"	"Terasakiispira papahanaumokuakeensis"	594.3	NA	NA	NA	NA	NA	NA	NA	NA	453.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192.9	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_001709345.1_NZ_MDTQ01000001.1.region007"	"GCF_001709345.1"	"NZ_MDTQ01000001.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"3923525..3974765"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillales incertae sedis_Terasakiispira"	"Terasakiispira papahanaumokuakeensis"	NA	NA	NA	NA	NA	NA	161.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	222.8	69.7	284.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_007004725.1_NZ_ML660165.1.region001"	"GCF_007004725.1"	"NZ_ML660165.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"383919..445633"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Pleioneaceae_Aliikangiella"	"Aliikangiella coralliicola"	NA	NA	447.6	366.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.4	292.5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000940805.1_NZ_CP007142.1.region009"	"GCF_000940805.1"	"NZ_CP007142.1"	"region009"	TRUE	TRUE	FALSE	TRUE	"3535864..3606936"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Saccharospirillaceae_Gynuella"	"Gynuella sunshinyii YC6258"	NA	486.6	NA	NA	NA	NA	NA	NA	NA	482.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_002261065.1_NZ_NDXW01000001.1.region005"	"GCF_002261065.1"	"NZ_NDXW01000001.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2655545..2716697"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Zooshikellaceae_Zooshikella"	"Zooshikella ganghwensis"	NA	NA	487.5	368.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205.7	90	267.5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014642795.1_NZ_BMIY01000003.1.region001"	"GCF_014642795.1"	"NZ_BMIY01000003.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"159698..208605"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudohongiella"	"Pseudohongiella nitratireducens"	NA	NA	409.5	346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.2	284.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000364845.1_NZ_KB822696.1.region001"	"GCF_000364845.1"	"NZ_KB822696.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"343599..417797"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Marinobacteraceae_Marinobacter"	"Marinobacter nanhaiticus D15-8W"	635.9	NA	NA	NA	NA	NA	NA	NA	NA	475.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190.2	70.1	240.3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_001981305.1_NZ_MSCW01000008.1.region001"	"GCF_001981305.1"	"NZ_MSCW01000008.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"113599..181108"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Marinobacteraceae_Marinobacter"	"Marinobacter lutaoensis"	618.7	NA	NA	NA	NA	NA	NA	NA	NA	475.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	201.8	63.7	243.8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_902498775.1_NZ_LR701486.1.region001"	"GCF_902498775.1"	"NZ_LR701486.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"455463..504475"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Marinobacteraceae_Marinobacter"	"Marinobacter sp. EC-HK377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	474.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200.6	84.1	280.3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_902498775.1_NZ_LR701486.1.region004"	"GCF_902498775.1"	"NZ_LR701486.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2442943..2501736"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Marinobacteraceae_Marinobacter"	"Marinobacter sp. EC-HK377"	618.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_007830255.1_NZ_VLKG01000004.1.region001"	"GCF_007830255.1"	"NZ_VLKG01000004.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"182251..228364"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azomonas"	"Azomonas agilis"	NA	NA	497.9	349.3	NA	NA	NA	NA	560.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.8	291.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000021045.1_NC_012560.1.region004"	"GCF_000021045.1"	"NC_012560.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2089276..2139750"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter"	"Azotobacter vinelandii DJ"	NA	NA	477.9	361.2	NA	NA	NA	NA	513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000021045.1_NC_012560.1.region005"	"GCF_000021045.1"	"NC_012560.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2529074..2641546"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter"	"Azotobacter vinelandii DJ"	638.5	NA	NA	NA	NA	NA	NA	NA	NA	482.1	446.1	862.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175.2	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
"GCF_002220155.1_NZ_CP011835.1.region009"	"GCF_002220155.1"	"NZ_CP011835.1"	"region009"	TRUE	TRUE	FALSE	TRUE	"4319300..4380353"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter"	"Azotobacter chroococcum"	628.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	199.6	94	229.9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_009363155.1_NZ_CP045302.1.region004"	"GCF_009363155.1"	"NZ_CP045302.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2894120..2972739"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter"	"Azotobacter salinestris"	635	NA	NA	NA	NA	NA	NA	NA	NA	458.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.1	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_003991975.1_NZ_CP029822.1.region002"	"GCF_003991975.1"	"NZ_CP029822.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"1168214..1225448"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Entomomonas"	"Entomomonas moraniae"	NA	NA	NA	NA	NA	532.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.3	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_900105255.1_NZ_LT629763.1.region005"	"GCF_900105255.1"	"NZ_LT629763.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2779031..2832848"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Halopseudomonas"	"Halopseudomonas sabulinigri"	NA	NA	468.9	359.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198.1	80.2	271.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000007805.1_NC_004578.1.region003"	"GCF_000007805.1"	"NC_004578.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2288650..2389395"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas syringae pv. tomato str. DC3000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	488.7	445.1	1006.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171	NA	35.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"GCF_000007805.1_NC_004578.1.region004"	"GCF_000007805.1"	"NC_004578.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2849946..2910634"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas syringae pv. tomato str. DC3000"	NA	NA	NA	NA	NA	NA	164.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190.2	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000263675.1_NZ_CM001513.1.region004"	"GCF_000263675.1"	"NZ_CM001513.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"3525382..3612939"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas lactis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	444.3	995.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	157.3	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"GCF_000412675.1_NC_021505.1.region002"	"GCF_000412675.1"	"NC_021505.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"1400135..1480965"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas putida NBRC 14164"	NA	NA	NA	NA	NA	NA	NA	NA	NA	482.5	438.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	180.6	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"GCF_000412675.1_NC_021505.1.region003"	"GCF_000412675.1"	"NC_021505.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"1743840..1819876"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas putida NBRC 14164"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"GCF_000425745.1_NZ_AUEA01000008.1.region001"	"GCF_000425745.1"	"NZ_AUEA01000008.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"128167..217679"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas cremoricolorata DSM 17059 = NBRC 16634"	NA	522.4	NA	NA	NA	NA	NA	NA	NA	NA	415.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206.1	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
"GCF_000465575.1_NZ_AVQF01000014.1.region001"	"GCF_000465575.1"	"NZ_AVQF01000014.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"72758..148012"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas chengduensis"	588.5	NA	NA	NA	NA	NA	NA	NA	NA	469.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	193.1	64.8	265	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_000474765.1_NZ_AVOY01000014.1.region001"	"GCF_000474765.1"	"NZ_AVOY01000014.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"3269..54394"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas aestus"	NA	NA	NA	NA	NA	NA	159.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	149.2	64.5	63.7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000498975.2_NZ_CP009365.1.region002"	"GCF_000498975.2"	"NZ_CP009365.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"840542..902928"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas soli"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	993.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
"GCF_000498975.2_NZ_CP009365.1.region005"	"GCF_000498975.2"	"NZ_CP009365.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"1987798..2034620"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"	"Pseudomonas soli"	NA	NA	479.5	353	NA	NA	NA	509.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	111.3	204.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
