ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number"
16731,KW11,"DSM 16200, JCM 12314",1,"Thermus kawarayensis",GCA_001311545
16726,SPS-17,"DSM 12092, JCM 11603, ATCC 700435, BCRC 17423, NCIMB 13400",1,"Thermus oshimai",GCA_000373145
139853,JL-2,"DSM 103965",0,"Thermus oshimai",GCA_000309885
131568,RL,"DSM 21745, MTCC 8932",0,"Thermus parvatiensis",GCA_000252835
,,,,,GCA_001535545
131569,"RL, RLM","DSM 25426, MTCC 8932",0,"Thermus parvatiensis",GCA_000252835
,,,,,GCA_001535545
16724,SE-1,"DSM 8553, ATCC 51532, NCIMB 13336, JCM 11601, BCRC 17424, CCM 4465, NBRC 110748",1,"Thermus scotoductus",GCA_000381045
24639,KI2,"DSM 26573",0,"Thermus scotoductus",GCA_000744155
162069,,"JCM 17653",0,"Thermus sp.",GCA_001311585
163768,,"JCM 30350, KCTC 4677, YIM 76954",1,"Thermus tenuipuniceus",GCA_002964845
16717,HB8,"DSM 579, ATCC 27634, JCM 10941, CGMCC 1.6492, NBRC 101084, NCIMB 11244",1,"Thermus thermophilus",GCA_000091545
,,,,,GCA_019973715
16718,AT-62,"DSM 674, ATCC 33923",0,"Thermus thermophilus",GCA_000401495
16719,HB27,"DSM 7039, ATCC BAA 163",0,"Thermus thermophilus",GCA_000008125
4304,Su4,"DSM 26407, JCM 15568, KCTC 5699",1,"Thioalbus denitrificans",GCA_003337735
4286,ALJD,"DSM 13742, NCCB 100001",1,"Thioalkalivibrio denitrificans",GCA_002000365
4295,HL17,"DSM 15791",1,"Thioalkalivibrio halophilus",GCA_001995255
4296,,"DSM 14787, UNIQEM 213, ALEN 2",1,"Thioalkalivibrio nitratireducens",GCA_000321415
4293,ALRh,"DSM 13533",0,"Thioalkalivibrio sp.",GCA_000381425
2463,BCH,"DSM 13587, ATCC BAA 132",1,"Thiobaca trueperi",GCA_004342175
6143,AB7,"DSM 12475, ATCC 23644, JCM 3870, NCIMB 9548, BCRC 17603, CIP 104767",1,"Thiobacillus denitrificans",GCA_000376425
6145,,"DSM 505, ATCC 8158, CIP 104484, NCIMB 8370, JCM 3859, BCRC 11089, IAM 12101, IAM 12113, NBRC 103402",1,"Thiobacillus thioparus",GCA_000373385
22961,,"DSM 21303, SC 5",1,"Thiocapsa imhoffii",GCA_016583985
2481,5811,"DSM 5653",1,"Thiocapsa marina",GCA_000223985
2478,6611,"DSM 235",1,"Thiocapsa rosea",GCA_003634315
2479,1711,"DSM 217",1,"Thiocapsa roseopersicina",GCA_900106925
130630,DLFJ1-1,"DSM 29618, CGMCC 1.12325, LMG 27290, MCCC 1A03957",1,"Thioclava dalianensis",GCA_000715505
,,,,,GCA_900115035
140534,25B10_4,"MCCC 1A07302, LMG 29614",1,"Thioclava nitratireducens",GCA_001940525
13804,"TL 2","DSM 10166, UNIQEM 229",1,"Thioclava pacifica",GCA_000714535
2467,9111,"DSM 228",0,"Thiococcus pfennigii",GCA_016583935
2487,2711,"DSM 207, Pfennig 2711",1,"Thiocystis violacea",GCA_016583575
2488,2311,"DSM 208, Pfennig 2311",0,"Thiocystis violacea",GCA_016583565
2482,6111,"DSM 198, ATCC 17096, Pfennig 6111",1,"Thiocystis violascens",GCA_000227745
17082,EJ2M-B,"DSM 14609, JCM 11135",1,"Thiofilum flexile",GCA_000380185
130290,gps52,"DSM 19610, NBRC 101260",1,"Thiogranum longum",GCA_004339085
17911,HRh1,"DSM 21152, UNIQEM U249",1,"Thiohalobacter thiocyanaticus",GCA_003932505
2468,JA142,"DSM 19078, JCM 14780",1,"Thiohalocapsa marina",GCA_008632335
17846,,"DSM 16326, UNIQEM U231, HRhD 2",1,"Thiohalophilus thiocyanatoxydans",GCA_004366735
4300,"HL 3","DSM 15071, UNIQEM U219",1,"Thiohalospira halophila",GCA_900112605
17081,B3-1,"DSM 14473, JCM 11364",1,"Thiolinea disciformis",GCA_000371925
166194,HaS4,"NBRC 112315, BCRC 81110",1,"Thiomicrorhabdus aquaedulcis",GCA_004001325
11931,SVAL-E,"DSM 13458, ATCC 700955",1,"Thiomicrorhabdus arctica",GCA_000381085
11925,"Ch-1, Chile-1","DSM 12352, ATCC 700858",1,"Thiomicrorhabdus chilensis",GCA_000483485
11913,ASL8-2,"DSM 17327, UNIQEM U242",1,"Thiomicrospira microaerophila",GCA_000934765
11914,4B,"DSM 1534, ATCC 27801",1,"Thiomicrospira pelophila",GCA_000711195
17953,3As,"DSM 22701, CIP 110005",1,"Thiomonas arsenitoxydans",GCA_000253115
17950,S10,"DSM 18181, JCM 14806",1,"Thiomonas bhubaneswarensis",GCA_001418255
,,,,,GCA_001517285
17947,b6,"DSM 16361, LMG 22795",0,"Thiomonas arsenivorans",GCA_900088825
17949,,"DSM 18155, ATCC 15466, CIP 104401, IAM 12131, IFO 14564, NBRC 14564, NCIMB 9515, JCM 20425",1,"Thiomonas intermedia",GCA_002028405
130582,X2,"DSM 28679, CCTCC M 2013362, KCTC 42076",1,"Thiopseudomonas denitrificans",GCA_002866065
,,,,,GCA_004363035
2471,AZ1,"DSM 15006",1,"Thiorhodococcus drewsii",GCA_000224065
2472,WS,"DSM 18266, ATCC BAA 1228, VKM B-2393",1,"Thiorhodococcus mannitoliphagus",GCA_010915725
2470,"CE 2203","DSM 11518, ATCC 700259",1,"Thiorhodococcus minor",GCA_010820565
14339,P,"DSM 19205, VKM B-2514",1,"Thiospirochaeta perfilievii",GCA_008329945
160434,AkT22,"DSM 109948, NBRC 114012, BCRC 81184",1,"Thiosulfativibrio zosterae",GCA_011398155
17083,G1,"DSM 21228",1,"Thiothrix caldifontis",GCA_900107695
17084,BL,"DSM 21227, VKM B-2521",1,"Thiothrix lacustris",GCA_000621325
17079,JP2,"DSM 5205, ATCC 35100",1,"Thiothrix nivea",GCA_000260135
5235,,"DSM 18579, CCUG 49520, CIP 108754",1,"Thorsellia anophelis",GCA_900111395
140939,Z8,"CGMCC 1.12944, JCM 30358",1,"Tianweitania sediminis",GCA_017813335
140280,,"DSM 101684, KCTC 42873, YIM 73013",1,"Tibeticola sediminis",GCA_003843835
159906,Marseille-P3084,"DSM 103552",0,"Tidjanibacter massiliensis",GCA_900104605
2861,APO,"DSM 14871, ATCC BAA 393, CIP 107910",1,"Tindallia californiensis",GCA_900107405
2860,Z-7934,"DSM 10318",1,"Tindallia magadiensis",GCA_900113635
18017,BN11,"DSM 9508, CCUG 55484, CIP 104584",1,"Tissierella creatinini",GCA_005046945
18015,,"DSM 6911, CCUG 55419, KRE 4",1,"Tissierella creatinophila",GCA_001940565
18019,,"DSM 18095, ATCC 25539, NCIMB 703038, NCTC 11158, VPI 0563, CCUG 27825, Prevot 3722B",1,"Tissierella praeacuta",GCA_900128955
,,,,,GCA_900460335
18018,"BL 4858","CCUG 21837, KCTC 5022, NRRL B-41124, BCRC 14555, DSM 5675, ATCC 33268, VPI 12193",0,"Tissierella praeacuta",GCA_004346445
14025,,"DSM 21585, JCM 15529, KCTC 22406, USBA 355",1,"Tistlia consotensis",GCA_900188055
14014,BZ78,"DSM 22817, CGMCC 1.10188, LMG 26047",1,"Tistrella bauzanensis",GCA_014636235
294,TA4,"DSM 9187",1,"Tolumonas auensis",GCA_000023065
295,,"DSM 22975, ATCC BAA 1908, OCF 7",1,"Tolumonas osonensis",GCA_014202415
17888,,"DSM 45403, NBRC 106253, AHU 1821",1,"Tomitella biformata",GCA_000524475
,,,,,GCA_016599245
132177,,"DSM 45788, JCM 18542, YIM C00895",1,"Tomitella cavernea",GCA_016599145
5181,,"DSM 16940, ATCC 49490, CIP 103637, JCM 21227, CDC 0370-85, IAM 14444, NBRC 103172",1,"Trabulsiella guamensis",GCA_000734965
13840,A34,"DSM 19547, JCM 14836",1,"Tranquillimonas alkanivorans",GCA_900115595
24496,BH87090,"DSM 23042, KCTC 22650",1,"Tranquillimonas rosea",GCA_900111315
140324,Marseille-P3110,"DSM 103514, CSUR P3110",0,"Traorella massiliensis",GCA_900104665
14345,ZAS-9,"DSM 13862, ATCC BAA 888",1,"Treponema azotonutricium",GCA_000214355
14343,DD5/3,"DSM 12168",1,"Treponema brennaborense",GCA_000212415
14324,H1,"DSM 7334, ATCC 51460",1,"Treponema caldarium",GCA_000219725
14344,,"DSM 14222, ATCC 35405, JCM 8153, CIP 103919, KCTC 15104",1,"Treponema denticola",GCA_000008185
165755,,"JCM 8152, ATCC 35404, CIP 103920",0,"Treponema denticola",GCA_000340685
165774,,"JCM 8225, ATCC 33520, CIP 103917",0,"Treponema denticola",GCA_000338615
165775,,"JCM 8226, ATCC 33521, CIP 103917",0,"Treponema denticola",GCA_000338595
23288,BR,"DSM 27366, ATCC 51939, CIP 105146, OMZ 679",1,"Treponema maltophilum",GCA_000413055
14347,FO2FA,"DSM 16260, ATCC 700770, OMZ 833",1,"Treponema parvum",GCA_017893965
14349,T3552B,"DSM 18691, NCTC 13403",1,"Treponema pedis",GCA_017161325
133660,,"ATCC 700334, CIP 108088, OMZ 758",1,"Treponema putidum",GCA_007830595
140319,CHPA,"DSM 103679, NCTC 13848",1,"Treponema rectale",GCA_014202035
,,,,,GCA_014984185
140273,Ru1,"DSM 103462, NCTC 13847",1,"Treponema ruminis",GCA_014201975
,,,,,GCA_017161305
14341,PB,"DSM 2985, ATCC 43261, JCM 32279",1,"Treponema saccharophilum",GCA_000255555
165758,,"JCM 8157, ATCC 35536, VPI DR56BR1116",1,"Treponema socranskii",GCA_000464455
,,,,,GCA_000468115
159392,B43.1,"DSM 110455, NCTC 14362",0,"Treponema phagedenis",GCA_008153345
14342,6091,"DSM 2489, ATCC 33096",1,"Treponema succinifaciens",GCA_000195275
158379,B5,"DSM 104692, KCTC 33885",1,"Trichococcus alkaliphilus",GCA_003008695
2283,37AN3*,"DSM 14526, ATCC BAA 296",1,"Trichococcus collinsii",GCA_900107505
2281,Echt,"DSM 2094, ATCC 51221",1,"Trichococcus flocculiformis",GCA_900113645
2286,ES5,"DSM 23957",0,"Trichococcus flocculiformis",GCA_900129415
2285,R210,"DSM 22150, JCM 31247",1,"Trichococcus ilyis",GCA_900067235
,,,,,GCA_900109135
158378,B7-2,"DSM 104691, KCTC 33886",1,"Trichococcus paludicola",GCA_003052295
2282,Z-7189,"DSM 9172, CIP 105359",1,"Trichococcus palustris",GCA_900114465
2280,KoTa2,"DSM 2381, ATCC 35945, CCUG 37395",1,"Trichococcus pasteurii",GCA_900112935
2284,PmagG1,"DSM 18806, ATCC BAA 756, CIP 108035, JCM 12176",1,"Trichococcus patagoniensis",GCA_003051085
1905,"720, ICBPC 113","DSM 50341, ATCC 25418, CCUG 20834, CFBP 2429, CFBP 3818, CIP 105770, HAMBI 2159, ICMP 512, NCPPB 2151, LMG 2155, JCM 10488, BCRC 12862, BCRC 13908, CCEB 861, CCM 4971, ICPB PC113, JCM 9310, KCTC 2965, VKM B-1295, VTT E-991296",1,"Trinickia caryophylli",GCA_007097545
,,,,,GCA_902833925
159661,NEAU-SY24,"DSM 106065, CCTCC AA 2018003",1,"Trinickia diaoshuihuensis",GCA_003390925
166476,DHOM06,"GDMCC 1.1280, LMG 30259",1,"Trinickia dinghuensis",GCA_003367175
166475,7MK8-2,"GDMCC 1.1449, KCTC 62469",1,"Trinickia fusca",GCA_003628145
1970,GP25-8,"DSM 18235, CIP 109628, KACC 11589, LMG 24076, CCUG 54942, JCM 16392",1,"Trinickia soli",GCA_002879855
,,,,,GCA_902859815
130227,"NKMU-JPY-345, JPY-345","DSM 29917, BCRC 80258, KCTC 23309, LMG 26032",1,"Trinickia symbiotica",GCA_002934455
158322,O3.65,"DSM 101689, LMG 29740",1,"Tritonibacter horizontis",GCA_001518015
13786,,"DSM 23403, CIP 109181, MBIC 01146, NBRC 101030",1,"Tritonibacter mobilis",GCA_001681715
,,,,,GCA_900106635
13785,,"DSM 23402, KCCM 42378, NBRC 102038, HTCC 2662",0,"Tritonibacter mobilis",GCA_001681735
13843,MD5,"DSM 26470, CECT 7557, KCTC 23350",1,"Tritonibacter multivorans",GCA_001458415
,,,,,GCA_900112515
13787,R-28751,"DSM 25328, CCUG 55858, LMG 24367",1,"Tritonibacter scottomollicae",GCA_003003215
24523,U95,"DSM 24752, LMG 26464",1,"Epibacterium ulvae",GCA_002796795
,,,,,GCA_900102795
13842,C02,"DSM 19561, CECT 7648, JCM 14838",1,"Tropicibacter naphthalenivorans",GCA_001458375
,,,,,GCA_900176475
13841,B51,"DSM 19548, JCM 14837",1,"Tropicimonas isoalkanivorans",GCA_900112335
130633,M97,"DSM 29339, JCM 17731, KACC 15544",1,"Tropicimonas sediminicola",GCA_900188335
17085,RQ-24,"DSM 17093, CIP 108686, LMG 22925",1,"Truepera radiovictrix",GCA_000092425
216,1W3/01,"DSM 17162, CIP 109229, NCTC 13354, CCUG 59862",1,"Trueperella bialowiezensis",GCA_900637955
212,"84, C-100","DSM 20630, ATCC 19411, CCUG 13230, CIP 103129, LMG 16162, NCTC 5224",1,"Trueperella pyogenes",GCA_014191445
,,,,,GCA_900460345
160521,19M2397,"DSM 111392, CCOS 1952",1,"Trueperella pecoris",GCA_014926385
17098,IMK-9,"DSM 43246, ATCC 25938, DSM 43344, IMET 7373, JCM 3226, KCC A-0226, NCIMB 13124, NCTC 10741, VKM Ac-1228, BCRC 13723, CCM 2630, IMSNU 21161, NRRL B-16960, PCM 2412",0,"Tsukamurella paurometabola",GCA_900631615
17087,,"DSM 20162, ATCC 8368, CECT 3055, CIP 100753, IFO 12160, IFO 16083, IFO 16120, IMET 11082, JCM 10117, NBRC 12160, NBRC 16083, NBRC 16120, CCUG 35730, BCRC 16391, CECT 5333, IFM 0811, JCM 7663, KCTC 9821, NCDO 2349, NCIMB 702349, NCTC 13232",1,"Tsukamurella paurometabola",GCA_000092225
,,,,,GCA_900460355
17106,N1176,"DSM 44118, CIP 108828, JCM 13375, NCIMB 13963, NRRL B-24668, IFM 10600",1,"Tsukamurella pseudospumae",GCA_001575205
17108,SCNU5,"DSM 45335, KCTC 9827, NRRL B-24668, JCM 15929",0,"Tsukamurella pseudospumae",GCA_001575195
17100,,"DSM 44142, CCUG 35732, JCM 10111, IMMIB D-1321, ATCC 700081, CIP 104791, IFM 0809, KCTC 9963, NCTC 13230, PCM 2578",1,"Tsukamurella pulmonis",GCA_001575165
,,,,,GCA_900103175
,,,,,GCA_900460155
134234,K362,"CCUG 58061, JCM 14882, DSM 44990, NRRL B-24467, JCM 18308, IFM 10862",0,"Tsukamurella pulmonis",GCA_001575215
17093,N1171,"DSM 44113, NCIMB 13947, CCUG 48751, JCM 12608, CIP 108213, IFM 10523",1,"Tsukamurella spumae",GCA_012396015
17101,,"DSM 44234, CCUG 38499, CIP 106771, JCM 10112, IMMIB D-1397, IFM 0810, KCTC 19177, KCTC 9965, NCTC 13231, PCM 2579",1,"Tsukamurella tyrosinosolvens",GCA_001575155
,,,,,GCA_900104775
,,,,,GCA_900637875
17109,Y2,"DSM 45557, JCM 15482, KCCM 42885",0,"Tsukamurella tyrosinosolvens",GCA_001575225
14406,607,"DSM 17572, JCM 13397, CIP 109487",1,"Tuberibacillus calidus",GCA_000430685
158724,AR23208,"KCTC 33929, JCM 32188",1,"Tumebacillus avium",GCA_002162355
23764,"GST4, NFB","DSM 25748, CGMCC 1.12170",1,"Tumebacillus flagellatus",GCA_000714935
1553,"Eur1 9.5","DSM 18773, JCM 14557, CGMCC 1.10982",1,"Tumebacillus permanentifrigoris",GCA_003148565
131516,YL45,"DSM 26109, KCTC 15542",1,"Turicimonas muris",GCA_002221595
,,,,,GCA_016696765
6809,H,"DSM 21527, ATCC BAA 1111, NCTC 11395",1,"Turneriella parva",GCA_000266885
157132,MBLW1,"CCUG 69661, DSM 105045",1,"Tuwongella immobilis",GCA_901538355
13936,5YN10-9,"DSM 18521, KACC 11603",1,"Uliginosibacterium gangwonense",GCA_000373965
5660,,"DSM 23424, IMCC 3101, KCCM 42686, NBRC 102682",1,"Ulvibacter antarcticus",GCA_003688405
5658,,"DSM 16195, CCUG 47093, KCTC 12104, KMM 3912",1,"Ulvibacter litoralis",GCA_014651275
,,,,,GCA_900102055
5659,,"DSM 19843, CCUG 47093, KCTC 12104, KMM 3912",1,"Ulvibacter litoralis",GCA_014651275
17913,,"DSM 25080, JCM 15738, NRIC 0753, KMM 3891, KCTC 42352",1,"Umboniibacter marinipuniceus",GCA_003688415
13413,MK27-91F2,"DSM 44720, AS 4.1711, ATCC BAA 481, FERM P-16053, IFO 16184, JCM 10302, NBRC 16184, NRRL B-24463, CGMCC 4.1711",1,"Umezawaea tangerina",GCA_003002815
2511,LD64,"DSM 11001",0,"unclassified bacterium",GCA_900101015
,,,,,GCA_905235985
2675,"VPI C48-50","DSM 4029, ATCC 29733",0,"unclassified bacterium",GCA_000466605
,,,,,GCA_900129515
139754,2-bin,"DSM 105719, KCTC 32235, CFCC 10925",0,"Lampropedia puyangensis",GCA_004833285
132285,THG-DN7.3,"DSM 103791, CCTCC AB 2015119, KCTC 42243, JCM 30323",1,"Undibacterium aquatile",GCA_014699135
24270,"JS04-04, JS4-4","DSM 19386, KACC 12607, NBRC 108922",1,"Undibacterium jejuense",GCA_014284255
130506,CMJ-9,"DSM 29770, BCRC 80406, KCTC 23916, LMG 26891",1,"Undibacterium macrobrachii",GCA_014652415
11375,"EM 1","DSM 21777, CCUG 57265",1,"Undibacterium oligocarboniphilum",GCA_013377855
11374,,"DSM 23061, CCUG 49012, CIP 109317, UCCCB17",1,"Undibacterium parvum",GCA_003955735
11373,,"DSM 19792, CCUG 49009, CIP 109318, UCCCB16",1,"Undibacterium pigrum",GCA_003201815
164488,S11R28,"JCM 33224, KCTC 62668",1,"Undibacterium piscinae",GCA_003970805
130505,SHS5-24,"DSM 29980, KACC 16656, NBRC 108929",1,"Undibacterium seohonense",GCA_014284305
132183,CMJ-15,"DSM 103672, BCRC 80404, KCTC 23917, LMG 26892",1,"Undibacterium squillarum",GCA_014652435
138328,,"CIP 106087, ATCC 51252",1,"Ureaplasma canigenitalium",GCA_000712165
138826,,"CIP 103755, ATCC 27618, NCTC 10177, CCUG 38149, CCUG 50782",1,"Ureaplasma urealyticum",GCA_000169535
23761,Mn1-7,"DSM 26584, CCTCC AB 2012916",1,"Ureibacillus manganicus",GCA_000772945
,,,,,GCA_002200865
23756,4400831,"DSM 27596, CCUG 49529, CIP 108446, KCTC 13178",1,"Ureibacillus massiliensis",GCA_000772965
,,,,,GCA_002200855
23759,BLB-1,"DSM 27595, JCM 15800, KCTC 13296",1,"Ureibacillus sinduriensis",GCA_000772955
,,,,,GCA_002200845
1394,p-11,"DSM 10633, HAMBI 1900",1,"Ureibacillus thermosphaericus",GCA_012396605
,,,,,GCA_014202525
160188,FC2,"DSM 100581",0,"Urinicoccus massiliensis",GCA_900120405
132257,PB43106,"DSM 28137, CCUG 65144",1,"Ursidibacter maritimus",GCA_009761395
,,,,,GCA_019188485
10505,1258/02,"CIP 108700, DSM 17474, CCUG 47806, CECT 5685",1,"Uruburuella suis",GCA_004341385
133628,AC-1,"KCTC 13418, LMG 24798",1,"Vagococcus acidifermentans",GCA_003987655
157225,SS1994,"CCUG 70831, LMG 30164",1,"Vagococcus bubulae",GCA_003950315
5268,PPC9,"DSM 21480, CCUG 51432, NRRL B-41357, CIP 109559",1,"Vagococcus elongatus",GCA_003987645
24001,VOSTP2,"DSM 24756, CCM 7946",1,"Vagococcus entomophilus",GCA_003987595
5265,M2661/98/1,"DSM 15697, ATCC BAA 289, CCUG 41755, CIP 106499",1,"Vagococcus fessus",GCA_003987565
5262,M-29c,"DSM 5731, ATCC 49515, NCDO 2497, CCUG 32704, CIP 102976, LMG 9464",1,"Vagococcus fluvialis",GCA_003337315
,,,,,GCA_003987575
133339,C25,"KEMB 562-002, JCM 31581",1,"Vagococcus humatus",GCA_003950325
5266,M1134/97/1,"DSM 15741, ATCC 70083, CCM 4937, CCUG 39187, CIP 106118, ATCC 700839",1,"Vagococcus lutrae",GCA_003987555
140716,D7T301,"KCTC 21069, JCM 31178",1,"Vagococcus martis",GCA_002026305
133543,CD276,"LMG 24833, CIP 109914",1,"Vagococcus penaei",GCA_001998885
,,,,,GCA_003987515
5261,OS1-68,"DSM 6633, ATCC 51200, NCFB 2777, CCUG 33394, LMG 11491, CCM 4305, CIP 104684, NCIMB 13133",1,"Vagococcus salmoninarum",GCA_003987495
140286,CG-21,"DSM 21459",1,"Vagococcus teuberi",GCA_001870205
157226,SS1995,"CCUG 70832, LMG 30165",1,"Vagococcus vulneris",GCA_003950515
166364,,"DSM 45377, KCTC 49228, CGMCC 1.13844, YIM 75000",1,"Vallicoccus soli",GCA_003594885
24770,"Ra 1766F, Ra1766G1","DSM 24848, JCM 17997",1,"Vallitalea guaymasensis",GCA_018141425
166431,S15,"CGMCC 1.5231, KCTC 15675",1,"Vallitalea okinawensis",GCA_002964605
24771,FatNI3,"DSM 25904, JCM 18391",1,"Vallitalea pronyensis",GCA_018141445
130614,M-M22,"DSM 29440, CCUG 62794, KCTC 32083",1,"Vannielia litorea",GCA_900142295
210,R12359,"DSM 15806, CCUG 44998, CIP 107344",1,"Varibaculum cambriense",GCA_000420065
132593,Marseille-P2802,"DSM 103074, CSUR P2802",0,"Varibaculum massiliense",GCA_900106855
130225,GJW-30,"DSM 29671, CECT 8514, KCTC 32391, LMG 28093",1,"Variibacter gotjawalensis",GCA_002355335
,,,,,GCA_004216635
,,,,,GCA_011761465
3017,BAM-48,"DSM 21722, KCTC 22010, NBRC 103145, JCM 18805, NCIMB 14573, BAM 48",1,"Variovorax boronicumulans",GCA_001591345
160665,ACN3,"DSM 105153",0,"Variovorax boronicumulans",GCA_002303955
131560,JM-310,"DSM 100435, CCM 8614, CIP 110912, LMG 28869",1,"Variovorax gossypii",GCA_003965815
130263,GXGD002,"DSM 27352, ACCC 05911",1,"Variovorax guangxiensis",GCA_003952165
3008,"351, B13-0-1 D","DSM 30034, ATCC 17713, DSM 66, IFO 15149, NBRC 15149, CCUG 1777, LMG 1797, JCM 20526, IAM 12373, IAM 13535, ICPB 3985, JCM 20895",1,"Variovorax paradoxus",GCA_001591365
3010,B4,"DSM 21786",0,"Variovorax paradoxus",GCA_000463015
132038,Root318D1,"DSM 102555",0,"Variovorax sp.",GCA_001424835
132039,Root411,"DSM 102556",0,"Variovorax sp.",GCA_001425205
132040,Root434,"DSM 102557",0,"Variovorax sp.",GCA_001426595
132041,Root473,"DSM 102558",0,"Variovorax sp.",GCA_001426505
161802,,"JCM 16519",0,"Variovorax sp.",GCA_001312365
132624,,"DSM 101688, JCM 31027, TC 8",1,"Varunaivibrio sulfuroxidans",GCA_004341725
17169,KON,"DSM 20739, ATCC 17744, CCUG 56974, KCTC 3696, NCTC 11830",1,"Veillonella atypica",GCA_000318355
,,,,,GCA_002959915
,,,,,GCA_900460235
17170,PV1,"CCUG 54949, CIP 108004, DSM 20738, ATCC 33540",1,"Veillonella caviae",GCA_003992125
17171,HV-1,"DSM 20734, ATCC 17747, CCUG 56973, KCTC 3697, NCTC 12020, JCM 6511, CIP 107994",1,"Veillonella criceti",GCA_900460315
17179,RBV106,"JCM 15641, DSM 19009, CCUG 54362, CIP 109448",1,"Veillonella denticariosi",GCA_001312465
,,,,,GCA_002959855
17172,ERN,"CCUG 54948, NCTC 11831, DSM 20735, ATCC 17748",1,"Veillonella dispar",GCA_000160015
,,,,,GCA_900637515
158785,"TSD-88, T11011-4","JCM 31738, ATCC TSD-88",1,"Veillonella infantium",GCA_002959895
17181,lac18,"DSM 19857, CCUG 55454, CIP 109767, JCM 15053",1,"Veillonella magna",GCA_000428745
17177,,"DSM 17217, CCUG 48299, CIP 107992, ADV 281.99, AIP 299.01",1,"Veillonella montpellierensis",GCA_000426745
17173,259,"DSM 2007, ATCC 17745, NCTC 11809, CCUG 5122",0,"Veillonella parvula",GCA_000177435
17174,Te3,"CCUG 5123, ATCC 17742, DSM 2008, ATCC 10790, JCM 12972, NCTC 11810",1,"Veillonella parvula",GCA_000024945
,,,,,GCA_900186885
17175,RV-12x,"DSM 20736, ATCC 17746, CCUG 56038, NCTC 12019, JCM 6512, CIP 108003",1,"Veillonella ratti",GCA_003992115
17176,"HV 19","DSM 20737, ATCC 17743, NCTC 12018",1,"Veillonella rodentium",GCA_900187285
17178,CF100,"DSM 18960, CCUG 54233, KCTC 5967, JCM 15642",1,"Veillonella rogosae",GCA_001312485
,,,,,GCA_002959775
136700,"strain 22/08/02-B-4313","CIP 107810, CCUG 65427, DSM 111052, LMG 28162, ADV 4313.2",1,"Veillonella seminalis",GCA_008830375
159488,WCA-693-APC-MOT-I,"DSM 107250, JCM 34420",0,"Velocimicrobium porci",GCA_009696045
141060,CV58,"NCIMB 15011, DSM 100910",1,"Ventosimonas gracilis",GCA_001580025
3024,At4,"DSM 21361, LMG 25313",1,"Verminephrobacter aporrectodeae",GCA_000193225
3022,EF01-2,"DSM 19249, ATCC BAA 1489",1,"Verminephrobacter eiseniae",GCA_000015565
17210,,"DSM 4136, ATCC 43997, IFAM 1439, JCM 18804",1,"Verrucomicrobium spinosum",GCA_000172155
,,,,,GCA_001313125
132025,NEAU-QY3,"DSM 101530, CGMCC 4.7312, JCM 32497",1,"Verrucosispora sonchi",GCA_014646235
130146,XH089,"DSM 27279, JCM 19223, CIP 111718",1,"Verticiella sediminum",GCA_007558815
130520,E127/08,"DSM 27238, CCUG 64585",1,"Vespertiliibacter pulmonis",GCA_003843855
,,,,,GCA_013377275
17318,,"DSM 19606, ATCC 35048, CAIM 592, CCUG 28583, CECT 625, CIP 102971, LMG 7909, NBRC 15629, NCMB 2236",1,"Vibrio aestuarianus",GCA_012395185
17369,S277,"DSM 24595, CAIM 1831",1,"Vibrio alfacsensis",GCA_003544875
17256,"118, XII-53","DSM 2171, ATCC 17749, CCM 2578",1,"Vibrio alginolyticus",GCA_000354175
,,,,,GCA_000467145
141641,,"CCUG 4223, NCTC 10675",0,"Vibrio alginolyticus",GCA_900460325
132596,SA2,"DSM 29824, NBRC 111146",1,"Vibrio algivorus",GCA_002218005
139783,CA-1004,"DSM 103759, JCM 31643",1,"Vibrio aphrogenes",GCA_002157735
131566,C7,"DSM 101557, CAIM 1900, JCM 19233, LMG 28701",1,"Vibrio astriarenae",GCA_000755365
17361,"Vb 11.11","DSM 26479, CECT 7223, LMG 24300",1,"Vibrio atlanticus",GCA_900089855
17355,,"DSM 25292, CGMCC 1.8461, LMG 24781, HHS 02",1,"Vibrio atypicus",GCA_009811315
17349,LC2-005,"DSM 23306, KCTC 22352, NBRC 104587",1,"Vibrio azureus",GCA_000400265
,,,,,GCA_000467165
,,,,,GCA_002849855
17305,,"DSM 17184, CAIM 495, CIP 108395, KCTC 1212, LMG 20546, CCUG 48644",1,"Vibrio brasiliensis",GCA_000189255
17319,,"DSM 19270, ATCC 25920, CCM 2582, CCUG 4979, CECT 523, CIP 75.1, LMG 11216, NBRC 15631, NCIMB 1894, NCTC 11317, JCM 1054, BCRC 12909, CAIM 315, CAIM 519, IFO 15631, KCTC 2716, NCCB 73002",1,"Vibrio campbellii",GCA_000017705
,,,,,GCA_000334195
,,,,,GCA_000400345
,,,,,GCA_000464435
,,,,,GCA_002163755
17353,TF11-505,"DSM 22364, LMG 25240, WS 4539",1,"Vibrio casei",GCA_002218025
